Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771885276374,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,66.66667175292969,0,0,0,0,0,0,0,0,0,0,0,0,6.049508571624756,25769803776,0,13969866752,0
204,1771885276374,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,0,0,0,0,0,100,0,0,0,0,0,0,0,6.049508571624756,25769803776,0,13970735104,0
204,1771885276580,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,15.000000953674316,10,5,4.761904716491699,4.761904716491699,0,5,5,0,0,0,0,0,5,6.049508571624756,25769803776,0,13987872768,0
197,1771885276789,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,71.42857360839844,55,9.523809432983398,0,0,0,57.142860412597656,45.45454788208008,0,0,0,0,0,9.523809432983398,7.212835311889648,25769803776,0,14003929088,0
202,1771885276987,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,63.15789031982422,75,15.000000953674316,10.526315689086914,0,5,55,63.15789031982422,0,0,0,0,0,15.000000953674316,7.212835311889648,25769803776,0,14007894016,0
202,1771885277189,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,66.66667175292969,71.42857360839844,0,0,0,0,71.42857360839844,61.904762268066406,0,0,0,0,0,4.761904716491699,7.212835311889648,25769803776,0,14130610176,0
204,1771885277393,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,55,55,5,4.761904716491699,0,0,45,40,0,0,0,0,0,10.526315689086914,7.212835311889648,25769803776,0,14132183040,0
203,1771885277598,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,28.571430206298828,23.809524536132813,9.523809432983398,0,4.761904716491699,0,10,0,0,0,0,0,0,4.761904716491699,7.212835311889648,25769803776,0,14129348608,0
202,1771885277802,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,45,0,0,0,0,40,40,0,0,0,0,0,14.285715103149414,8.318804740905762,25769803776,0,14098841600,0
201,1771885278006,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,31.57894515991211,26.3157901763916,15.000000953674316,0,4.761904716491699,4.761904716491699,30.000001907348633,20,0,0,0,0,0,5.263157844543457,8.318804740905762,25769803776,0,14120747008,0
202,1771885278208,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,57.142860412597656,52.38095474243164,4.761904716491699,0,0,0,55,42.85714340209961,0,0,0,0,0,4.761904716491699,8.318804740905762,25769803776,0,14060929024,0
201,1771885278412,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,31.57894515991211,25,0,0,0,0,9.523809432983398,10,0,0,0,0,0,4.761904716491699,8.318804740905762,25769803776,0,14060929024,0
204,1771885278615,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,25,9.523809432983398,0,0,0,15.000000953674316,10,0,0,0,0,0,0,8.318804740905762,25769803776,0,14060929024,0
