Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771874152367,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,100,100,0,0,0,0,0,0,0,0,0,0,0,0,5.287729740142822,25769803776,0,12409946112,0
202,1771874152367,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5.287729740142822,25769803776,0,12410781696,0
204,1771874152570,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,15.000000953674316,0,0,0,0,14.285715103149414,0,0,0,0,0,0,0,5.287729740142822,25769803776,0,12410781696,0
203,1771874152775,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,14.285715103149414,5,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,4.7438578605651855,25769803776,0,12410781696,0
202,1771874152979,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,75,71.42857360839844,0,0,0,0,70,57.142860412597656,0,0,0,0,0,0,4.7438578605651855,25769803776,0,12430475264,0
201,1771874153182,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,45,0,0,0,0,40,80,0,0,0,0,0,0,4.7438578605651855,25769803776,0,12441714688,0
204,1771874153384,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,70,65,0,0,0,0,70,52.6315803527832,0,0,0,0,0,0,4.7438578605651855,25769803776,0,12552601600,0
204,1771874153589,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,19.047618865966797,0,0,0,0,13.636363983154297,9.090909004211426,0,0,0,0,0,0,4.7438578605651855,25769803776,0,12552454144,0
204,1771874153794,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,14.285715103149414,5,0,0,0,0,0,0,0,0,0,0,0,0,5.096826553344727,25769803776,0,12535644160,0
204,1771874153999,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,33.333335876464844,0,4.761904716491699,0,0,28.571430206298828,28.571430206298828,0,0,0,0,0,9.523809432983398,5.096826553344727,25769803776,0,12536430592,0
204,1771874154204,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,10.526315689086914,0,0,0,0,14.285715103149414,0,0,0,0,0,0,0,5.096826553344727,25769803776,0,12536446976,0
204,1771874154409,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,20,4.761904716491699,0,0,0,0,4.761904716491699,0,0,0,0,0,0,5.096826553344727,25769803776,0,12536496128,0
202,1771874154614,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,14.285715103149414,0,0,4.545454502105713,0,4.761904716491699,0,0,0,0,0,0,5,5.096826553344727,25769803776,0,12523307008,0
202,1771874154817,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,40,5,9.523809432983398,10,0,47.619049072265625,28.571430206298828,0,0,0,0,0,5,5.588418960571289,25769803776,0,12523307008,0
202,1771874155020,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,14.285715103149414,0,0,0,0,5.263157844543457,14.285715103149414,0,0,0,0,0,4.761904716491699,5.588418960571289,25769803776,0,12623052800,0
204,1771874155223,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,28.571430206298828,25,0,0,0,0,10,5,0,0,0,0,0,0,5.588418960571289,25769803776,0,12623331328,0
203,1771874155429,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,15.000000953674316,10,4.761904716491699,0,0,0,9.090909004211426,0,0,0,0,0,0,0,5.588418960571289,25769803776,0,12623347712,0
200,1771874155633,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,19.047618865966797,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,5.588418960571289,25769803776,0,12624019456,0
204,1771874155834,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,10,5.263157844543457,0,0,0,0,5,4.761904716491699,0,0,0,0,0,0,4.862544059753418,25769803776,0,12605243392,0
201,1771874156039,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,15.000000953674316,9.090909004211426,0,0,0,0,10,0,0,0,0,0,0,0,4.862544059753418,25769803776,0,12538380288,0
204,1771874156242,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,20,0,0,0,0,19.047618865966797,10,0,0,0,0,0,0,4.862544059753418,25769803776,0,12538691584,0
203,1771874156446,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,19.047618865966797,0,0,0,0,5.263157844543457,15.000000953674316,0,0,0,0,0,0,4.862544059753418,25769803776,0,12538150912,0
204,1771874156650,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,65,66.66667175292969,0,0,0,0,57.142860412597656,47.619049072265625,0,0,0,0,0,10,4.862544059753418,25769803776,0,12615991296,0
204,1771874156855,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,63.6363639831543,66.66667175292969,4.761904716491699,0,0,0,57.142860412597656,55,0,0,0,0,0,9.523809432983398,5.352325439453125,25769803776,0,12717129728,0
204,1771874157060,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,45,57.142860412597656,0,0,0,0,25,28.571430206298828,0,0,0,0,0,0,5.352325439453125,25769803776,0,12676087808,0
200,1771874157265,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,47.619049072265625,5,0,0,0,28.571430206298828,15.000000953674316,0,0,0,0,0,4.761904716491699,5.352325439453125,25769803776,0,12675874816,0
204,1771874157466,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,15.000000953674316,0,0,0,0,10.526315689086914,5,0,0,0,0,0,0,5.352325439453125,25769803776,0,12675940352,0
200,1771874157671,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,47.36842346191406,35,4.761904716491699,4.761904716491699,0,0,23.809524536132813,15.000000953674316,0,0,0,0,0,4.761904716491699,5.352325439453125,25769803776,0,12675940352,0
201,1771874157872,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,35,30.000001907348633,0,0,0,0,23.809524536132813,19.047618865966797,0,0,0,0,0,0,5.335120677947998,25769803776,0,12675940352,0
