Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771880537013,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,0,50,0,0,0,0,0,0,0,0,0,0,0,10.45129680633545,25769803776,0,13232832512,0
203,1771880537014,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,0,100,0,0,0,0,50,50,0,0,0,0,0,0,10.45129680633545,25769803776,0,13233438720,0
204,1771880537218,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,19.047618865966797,14.285715103149414,0,0,0,0,5,5,0,0,0,0,0,0,10.45129680633545,25769803776,0,13233438720,0
204,1771880537423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,65,60.000003814697266,4.761904716491699,0,0,0,52.38095474243164,35,0,0,0,0,0,9.523809432983398,10.45129680633545,25769803776,0,13233438720,0
203,1771880537627,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,61.904762268066406,76.19047546386719,10,5,9.090909004211426,4.761904716491699,84.21052551269531,52.38095474243164,0,0,0,0,0,10,10.45129680633545,25769803776,0,13261127680,0
202,1771880537830,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,60.000003814697266,65,0,0,0,0,65,52.38095474243164,0,0,0,0,0,4.761904716491699,7.374843120574951,25769803776,0,13380796416,0
204,1771880538034,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,60.000003814697266,55,5,5,4.761904716491699,0,52.38095474243164,45,0,0,0,0,0,5,7.374843120574951,25769803776,0,13382516736,0
204,1771880538239,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,20,9.090909004211426,0,0,0,9.523809432983398,10,0,0,0,0,0,5,7.374843120574951,25769803776,0,13382647808,0
204,1771880538444,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,45,40,0,0,0,0,35,30.000001907348633,0,0,0,0,0,4.761904716491699,7.374843120574951,25769803776,0,13383008256,0
200,1771880538653,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,23.809524536132813,9.090909004211426,0,0,4.761904716491699,38.095237731933594,14.285715103149414,0,0,0,0,0,10,7.374843120574951,25769803776,0,13383565312,0
