Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771878891480,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4000000953674316,2.1999998092651367,3.4000000953674316,2.1999998092651367,2.1999998092651367,3.4000000953674316,2.1999998092651367,3.4000000953674316,3.4000000953674316,2.1999998092651367,50,50,0,0,0,0,0,0,0,0,0,0,0,0,5.081594467163086,25769803776,0,12769525760,0
204,1771878891481,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4000000953674316,2.1999998092651367,3.4000000953674316,2.1999998092651367,2.1999998092651367,3.4000000953674316,2.1999998092651367,3.4000000953674316,3.4000000953674316,2.1999998092651367,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.081594467163086,25769803776,0,12770377728,0
204,1771878891686,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4000000953674316,2.1999998092651367,3.4000000953674316,2.1999998092651367,2.1999998092651367,3.4000000953674316,2.1999998092651367,3.4000000953674316,3.4000000953674316,2.1999998092651367,15.000000953674316,9.523809432983398,4.761904716491699,0,0,0,9.090909004211426,0,0,0,0,0,0,4.761904716491699,5.081594467163086,25769803776,0,12770377728,0
202,1771878891891,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4000000953674316,2.1999998092651367,3.4000000953674316,2.1999998092651367,2.1999998092651367,3.4000000953674316,2.1999998092651367,3.4000000953674316,3.4000000953674316,2.1999998092651367,14.285715103149414,5,0,0,0,0,0,0,0,0,0,0,0,0,5.02735710144043,25769803776,0,12769984512,0
202,1771878892095,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4000000953674316,2.1999998092651367,3.4000000953674316,2.1999998092651367,2.1999998092651367,3.4000000953674316,2.1999998092651367,3.4000000953674316,3.4000000953674316,2.1999998092651367,55,45,0,0,0,0,40,35,0,0,0,0,0,5,5.02735710144043,25769803776,0,12769443840,0
199,1771878892297,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,55,0,0,0,0,78.94737243652344,60.000003814697266,0,0,0,0,0,0,5.02735710144043,25769803776,0,12783599616,0
201,1771878892497,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,65,75,0,0,0,0,52.38095474243164,45,0,0,0,0,0,0,5.02735710144043,25769803776,0,12901761024,0
204,1771878892699,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,47.619049072265625,45,0,0,0,0,33.333335876464844,25,0,0,0,0,0,5,5.02735710144043,25769803776,0,12902121472,0
204,1771878892904,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,10,0,0,0,0,5.263157844543457,0,0,0,0,0,0,0,5.314225196838379,25769803776,0,12902154240,0
203,1771878893109,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,28.571430206298828,0,0,0,0,28.571430206298828,22.72727394104004,0,0,0,0,0,0,5.314225196838379,25769803776,0,12881494016,0
204,1771878893314,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,35,33.333335876464844,0,0,0,0,23.809524536132813,19.047618865966797,0,0,0,0,0,0,5.314225196838379,25769803776,0,12881690624,0
200,1771878893519,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,57.142860412597656,52.6315803527832,0,0,4.545454502105713,0,45,40,0,0,0,0,0,4.761904716491699,5.314225196838379,25769803776,0,12881690624,0
200,1771878893720,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,23.809524536132813,5,0,0,0,10,0,0,0,0,0,0,0,5.314225196838379,25769803776,0,12881690624,0
204,1771878893922,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,35,20,0,0,0,0,10.526315689086914,13.636363983154297,0,0,0,0,0,0,5.689467430114746,25769803776,0,12881690624,0
199,1771878894127,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,15.000000953674316,0,0,0,0,18.18181800842285,0,0,0,0,0,0,0,5.689467430114746,25769803776,0,12989054976,0
201,1771878894327,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,15.000000953674316,5,5,5,0,15.000000953674316,15.000000953674316,0,0,0,0,0,10.526315689086914,5.689467430114746,25769803776,0,12989235200,0
