Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771880763440,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,0,0,0,0,0,0,100,0,0,0,0,0,0,5.036230087280273,25769803776,0,13041221632,0
204,1771880763440,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,66.66667175292969,NaN,0,0,0,0,50,100,0,0,0,0,0,0,5.036230087280273,25769803776,0,13041221632,0
199,1771880763646,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,15.789472579956055,54.54545593261719,0,0,0,0,15.000000953674316,42.85714340209961,0,0,0,0,0,4.545454502105713,5.036230087280273,25769803776,0,13041221632,0
201,1771880763846,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,55,50,4.761904716491699,0,0,0,42.85714340209961,36.842105865478516,0,0,0,0,0,0,4.900334358215332,25769803776,0,13041221632,0
201,1771880764047,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,52.6315803527832,0,0,0,0,42.105262756347656,85,0,0,0,0,0,0,4.900334358215332,25769803776,0,13034176512,0
203,1771880764249,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,63.15789031982422,61.904762268066406,0,0,0,0,55,38.095237731933594,0,0,0,0,0,0,4.900334358215332,25769803776,0,13148372992,0
204,1771880764453,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,45,35,0,0,0,0,33.333335876464844,20,0,0,0,0,0,4.761904716491699,4.900334358215332,25769803776,0,13150879744,0
204,1771880764658,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,31.81818199157715,19.047618865966797,0,0,0,0,15.000000953674316,10,0,0,0,0,0,0,4.900334358215332,25769803776,0,13151191040,0
201,1771880764863,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,35,0,0,0,0,30.000001907348633,19.047618865966797,0,0,0,0,0,0,5.413148880004883,25769803776,0,13139017728,0
204,1771880765065,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,52.6315803527832,40,0,0,0,0,57.142860412597656,33.333335876464844,0,0,0,0,0,0,5.413148880004883,25769803776,0,13146570752,0
204,1771880765270,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,45,35,0,0,0,0,25,15.000000953674316,0,0,0,0,0,0,5.413148880004883,25769803776,0,13189939200,0
204,1771880765475,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,23.809524536132813,0,0,0,0,10,10,0,0,0,0,0,4.761904716491699,5.413148880004883,25769803776,0,13188939776,0
204,1771880765680,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,15.789472579956055,14.285715103149414,4.545454502105713,0,0,0,9.523809432983398,9.523809432983398,0,0,0,0,0,4.761904716491699,5.413148880004883,25769803776,0,13188939776,0
203,1771880765885,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,19.047618865966797,15.789472579956055,0,0,0,0,10,5,0,0,0,0,0,0,5.580885410308838,25769803776,0,13188939776,0
204,1771880766090,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,19.047618865966797,14.285715103149414,0,0,0,0,13.636363983154297,5,0,0,0,0,0,0,5.580885410308838,25769803776,0,13164363776,0
204,1771880766295,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,23.809524536132813,4.761904716491699,5,10,0,10.526315689086914,14.285715103149414,0,0,0,0,0,5,5.580885410308838,25769803776,0,13099827200,0
203,1771880766500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,15.000000953674316,4.761904716491699,4.761904716491699,0,0,5,0,0,0,0,0,0,5,5.580885410308838,25769803776,0,13155483648,0
201,1771880766704,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,15.000000953674316,0,0,0,0,9.523809432983398,9.523809432983398,0,0,0,0,0,0,5.580885410308838,25769803776,0,13154861056,0
204,1771880766906,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,19.047618865966797,10,0,0,0,0,5,5,0,0,0,0,0,0,5.278690338134766,25769803776,0,13136232448,0
199,1771880767111,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,0,9.523809432983398,0,0,30.000001907348633,23.809524536132813,0,0,0,0,0,0,5.278690338134766,25769803776,0,13137510400,0
204,1771880767312,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,15.000000953674316,4.761904716491699,0,0,0,9.523809432983398,5.263157844543457,0,0,0,0,0,9.523809432983398,5.278690338134766,25769803776,0,13137428480,0
199,1771880767517,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,25,0,0,0,4.545454502105713,19.047618865966797,19.047618865966797,0,0,0,0,0,0,5.278690338134766,25769803776,0,13138395136,0
204,1771880767717,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,28.571430206298828,30.000001907348633,0,0,0,0,5.263157844543457,5,0,0,0,0,0,9.523809432983398,5.278690338134766,25769803776,0,13138395136,0
203,1771880767922,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,10,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,5.0030694007873535,25769803776,0,13121617920,0
