Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771876506521,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,0,0,0,0,0,0,50,0,0,0,0,0,0,7.9556427001953125,25769803776,0,12857589760,0
204,1771876506521,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,7.9556427001953125,25769803776,0,12857589760,0
205,1771876506726,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,14.285715103149414,0,0,0,0,9.523809432983398,5,0,0,0,0,0,0,7.9556427001953125,25769803776,0,12857589760,0
202,1771876506933,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,71.42857360839844,70,0,0,0,0,60.000003814697266,52.38095474243164,0,0,0,0,0,0,7.780915260314941,25769803776,0,12857589760,0
204,1771876507136,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,61.904762268066406,66.66667175292969,10,0,4.761904716491699,0,71.42857360839844,68.42105102539063,0,0,0,0,0,5.263157844543457,7.780915260314941,25769803776,0,12853936128,0
199,1771876507341,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,70,78.94737243652344,0,0,0,0,75,68.18181610107422,0,0,0,0,0,9.090909004211426,7.780915260314941,25769803776,0,12962693120,0
204,1771876507541,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,47.36842346191406,57.142860412597656,5,0,0,0,50,42.105262756347656,0,0,0,0,0,5,7.780915260314941,25769803776,0,12964577280,0
204,1771876507746,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,27.272727966308594,15.000000953674316,0,0,0,0,10,5,0,0,0,0,0,0,7.780915260314941,25769803776,0,12964577280,0
203,1771876507951,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,36.842105865478516,38.095237731933594,0,0,0,0,20,27.272727966308594,0,0,0,0,0,0,6.378391265869141,25769803776,0,12964577280,0
204,1771876508155,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,30.000001907348633,5,4.761904716491699,0,0,23.809524536132813,10.526315689086914,0,0,0,0,0,9.523809432983398,6.378391265869141,25769803776,0,12962185216,0
