Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771884311009,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,50,0,0,0,0,0,0,0,0,0,0,0,0,7.578746795654297,25769803776,0,13712703488,0
203,1771884311010,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,100,0,0,0,0,NaN,50,0,0,0,0,0,0,7.578746795654297,25769803776,0,13712703488,0
202,1771884311214,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,33.333335876464844,0,0,0,0,15.000000953674316,19.047618865966797,0,0,0,0,0,4.761904716491699,7.578746795654297,25769803776,0,13712703488,0
204,1771884311417,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,20,0,0,0,0,15.000000953674316,10,0,0,0,0,0,0,7.578746795654297,25769803776,0,13712703488,0
200,1771884311624,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,75,68.42105102539063,0,0,0,0,68.18181610107422,57.894737243652344,0,0,0,0,0,0,7.578746795654297,25769803776,0,13614383104,0
201,1771884311824,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,65,76.19047546386719,0,0,0,0,70,66.66667175292969,0,0,0,0,0,0,6.54732608795166,25769803776,0,13622460416,0
200,1771884312027,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,71.42857360839844,65,0,0,0,0,63.15789031982422,60.000003814697266,0,0,0,0,0,0,6.54732608795166,25769803776,0,13737852928,0
204,1771884312228,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,55,50,5,0,0,0,47.619049072265625,40,0,0,0,0,0,9.523809432983398,6.54732608795166,25769803776,0,13737852928,0
203,1771884312433,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,33.333335876464844,0,0,0,0,15.000000953674316,14.285715103149414,0,0,0,0,0,0,6.54732608795166,25769803776,0,13737852928,0
203,1771884312638,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,65,60.000003814697266,0,0,0,0,55,45,0,0,0,0,0,0,6.54732608795166,25769803776,0,13798391808,0
201,1771884312842,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,36.842105865478516,35,9.523809432983398,4.761904716491699,0,0,23.809524536132813,20,0,0,0,0,0,14.285715103149414,6.6630778312683105,25769803776,0,13802586112,0
204,1771884313044,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,59.09090805053711,60.000003814697266,0,0,0,0,52.6315803527832,45,0,0,0,0,0,0,6.6630778312683105,25769803776,0,13775994880,0
200,1771884313249,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,45,40,0,0,0,0,45.45454788208008,28.571430206298828,0,0,0,0,0,0,6.6630778312683105,25769803776,0,13775994880,0
204,1771884313450,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,36.842105865478516,31.57894515991211,0,0,0,0,21.052631378173828,10.526315689086914,0,0,0,0,0,0,6.6630778312683105,25769803776,0,13775994880,0
204,1771884313655,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,33.333335876464844,0,0,0,0,28.571430206298828,9.523809432983398,0,0,0,0,0,0,6.6630778312683105,25769803776,0,13788430336,0
203,1771884313860,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,28.571430206298828,0,0,0,0,15.000000953674316,9.523809432983398,0,0,0,0,0,0,7.208156585693359,25769803776,0,13788872704,0
204,1771884314064,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,28.571430206298828,0,0,0,0,20,10,0,0,0,0,0,0,7.208156585693359,25769803776,0,13788921856,0
204,1771884314269,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,15.789472579956055,0,0,0,0,20,10,0,0,0,0,0,0,7.208156585693359,25769803776,0,13786005504,0
199,1771884314474,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,28.571430206298828,0,0,0,0,9.523809432983398,9.523809432983398,0,0,0,0,0,0,7.208156585693359,25769803776,0,13759774720,0
