Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771877471868,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,0,0,0,0,0,50,0,0,0,0,0,0,0,9.527087211608887,25769803776,0,12858654720,0
204,1771877471868,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,100,0,0,0,0,0,0,0,0,0,0,0,0,9.527087211608887,25769803776,0,12858654720,0
199,1771877472073,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,10,0,0,0,0,5,4.761904716491699,0,0,0,0,0,0,9.527087211608887,25769803776,0,12858654720,0
203,1771877472274,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,76.19047546386719,75,5,0,0,0,57.894737243652344,55,0,0,0,0,0,14.285715103149414,9.527087211608887,25769803776,0,12858654720,0
204,1771877472478,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,89.47368621826172,95,0,9.090909004211426,0,0,90.47618865966797,95.23809814453125,0,0,0,0,0,4.761904716491699,9.527087211608887,25769803776,0,12844515328,0
204,1771877472683,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,71.42857360839844,71.42857360839844,9.523809432983398,0,0,0,65,57.142860412597656,0,0,0,0,0,0,9.527087211608887,25769803776,0,12958482432,0
199,1771877472888,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,33.333335876464844,0,0,9.523809432983398,0,31.81818199157715,21.052631378173828,0,0,0,0,0,0,6.596925735473633,25769803776,0,12941836288,0
204,1771877473089,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,21.052631378173828,21.052631378173828,0,0,0,0,15.000000953674316,19.047618865966797,0,0,0,0,0,4.761904716491699,6.596925735473633,25769803776,0,12990611456,0
204,1771877473294,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,4.761904716491699,0,0,0,30.000001907348633,30.000001907348633,0,0,0,0,0,5,6.596925735473633,25769803776,0,12986908672,0
200,1771877473499,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,23.809524536132813,15.000000953674316,5,0,0,0,5,5,0,0,0,0,0,0,6.596925735473633,25769803776,0,12987170816,0
202,1771877473700,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,10,0,0,0,0,15.000000953674316,0,0,0,0,0,0,0,6.596925735473633,25769803776,0,12986564608,0
202,1771877473903,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,50,0,0,0,0,45,38.095237731933594,0,0,0,0,0,0,6.589735507965088,25769803776,0,12958056448,0
203,1771877474107,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,26.3157901763916,20,0,0,0,0,14.285715103149414,9.523809432983398,0,0,0,0,0,0,6.589735507965088,25769803776,0,12958302208,0
204,1771877474311,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,28.571430206298828,15.000000953674316,5,0,0,0,5,4.761904716491699,0,0,0,0,0,5,6.589735507965088,25769803776,0,12958236672,0
201,1771877474515,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,25,23.809524536132813,0,0,0,0,10,0,0,0,0,0,0,0,6.589735507965088,25769803776,0,12958138368,0
203,1771877474718,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,10.526315689086914,0,0,0,0,10.526315689086914,9.090909004211426,0,0,0,0,0,0,6.589735507965088,25769803776,0,12957188096,0
201,1771877474922,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,28.571430206298828,22.72727394104004,0,0,0,0,13.636363983154297,0,0,0,0,0,0,0,5.950867652893066,25769803776,0,12940279808,0
203,1771877475124,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,10,0,0,0,0,5.263157844543457,10,0,0,0,0,0,0,5.950867652893066,25769803776,0,12901023744,0
