Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771888567871,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,NaN,50,NaN,0,0,0,NaN,0,0,0,0,0,0,0,4.840321063995361,25769803776,0,14049591296,0
203,1771888567872,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,100,0,0,0,0,0,0,50,0,0,0,0,0,0,4.840321063995361,25769803776,0,14049591296,0
202,1771888568076,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,14.285715103149414,0,0,4.545454502105713,0,0,0,4.761904716491699,0,0,0,0,0,0,4.840321063995361,25769803776,0,14049591296,0
204,1771888568279,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,70,68.18181610107422,0,0,0,0,47.619049072265625,40,0,0,0,0,0,0,4.840321063995361,25769803776,0,14049591296,0
199,1771888568484,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,47.36842346191406,4.761904716491699,0,0,0,40,85,0,0,0,0,0,5,4.840321063995361,25769803776,0,14069432320,0
204,1771888568684,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,68.42105102539063,75,0,0,0,0,60.000003814697266,60.000003814697266,0,0,0,0,0,0,4.840321063995361,25769803776,0,14188396544,0
204,1771888568889,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,57.142860412597656,52.38095474243164,4.761904716491699,0,0,0,38.095237731933594,42.85714340209961,0,0,0,0,0,5,5.157210350036621,25769803776,0,14193672192,0
204,1771888569094,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,20,0,0,0,0,14.285715103149414,0,0,0,0,0,0,0,5.157210350036621,25769803776,0,14193672192,0
204,1771888569299,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,61.904762268066406,61.904762268066406,0,0,0,0,42.105262756347656,38.095237731933594,0,0,0,0,0,4.761904716491699,5.157210350036621,25769803776,0,14193672192,0
204,1771888569504,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,20,0,0,0,0,27.272727966308594,9.523809432983398,0,0,0,0,0,0,5.157210350036621,25769803776,0,14190854144,0
200,1771888569710,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,36.842105865478516,0,0,0,0,25,20,0,0,0,0,0,0,5.157210350036621,25769803776,0,14159806464,0
203,1771888569911,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,31.81818199157715,4.761904716491699,0,0,0,15.000000953674316,15.000000953674316,0,0,0,0,0,4.761904716491699,5.540992259979248,25769803776,0,14161281024,0
