Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771879601813,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,100,0,0,0,0,0,0,50,0,0,0,0,0,0,7.220478057861328,25769803776,0,12906528768,0
202,1771879601814,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,7.220478057861328,25769803776,0,12906528768,0
201,1771879602017,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,33.333335876464844,23.809524536132813,0,0,0,0,14.285715103149414,14.285715103149414,0,0,0,0,0,0,7.220478057861328,25769803776,0,12906528768,0
203,1771879602219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,26.3157901763916,35,0,0,0,0,10,5,0,0,0,0,0,0,7.220478057861328,25769803776,0,12906528768,0
203,1771879602423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,55,50,4.761904716491699,4.761904716491699,4.761904716491699,0,47.619049072265625,30.000001907348633,0,0,0,0,0,0,7.220478057861328,25769803776,0,12796461056,0
204,1771879602627,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,76.19047546386719,75,0,0,0,0,75,75,0,0,0,0,0,0,7.220478057861328,25769803776,0,12814991360,0
202,1771879602832,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,71.42857360839844,80.95238494873047,0,0,0,0,61.904762268066406,61.904762268066406,0,0,0,0,0,0,6.530993461608887,25769803776,0,12814991360,0
200,1771879603035,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,73.68421173095703,68.42105102539063,0,4.761904716491699,0,0,65,57.894737243652344,0,0,0,0,0,9.523809432983398,6.530993461608887,25769803776,0,12814991360,0
201,1771879603236,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,28.571430206298828,0,0,0,0,26.3157901763916,14.285715103149414,0,0,0,0,0,0,6.530993461608887,25769803776,0,12814991360,0
204,1771879603439,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,55,47.619049072265625,0,0,0,0,28.571430206298828,36.842105865478516,0,0,0,0,0,0,6.530993461608887,25769803776,0,12915015680,0
204,1771879603644,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,36.842105865478516,4.761904716491699,0,4.761904716491699,0,25,27.272727966308594,0,0,0,0,0,9.523809432983398,6.530993461608887,25769803776,0,13011419136,0
202,1771879603849,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,65,61.904762268066406,0,0,0,0,66.66667175292969,55,0,0,0,0,0,0,6.7336225509643555,25769803776,0,13011419136,0
202,1771879604052,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,45,0,0,0,0,25,15.789472579956055,0,0,0,0,0,0,6.7336225509643555,25769803776,0,13011419136,0
204,1771879604255,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,30.000001907348633,0,0,0,0,20,22.72727394104004,0,0,0,0,0,0,6.7336225509643555,25769803776,0,13011419136,0
204,1771879604460,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,38.095237731933594,30.000001907348633,0,0,0,0,15.000000953674316,15.789472579956055,0,0,0,0,0,0,6.7336225509643555,25769803776,0,12972048384,0
201,1771879604665,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,36.842105865478516,33.333335876464844,0,0,0,0,23.809524536132813,9.523809432983398,0,0,0,0,0,0,6.7336225509643555,25769803776,0,12972736512,0
202,1771879604867,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,45,0,0,0,0,26.3157901763916,20,0,0,0,0,0,0,7.25419807434082,25769803776,0,12973621248,0
204,1771879605071,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,55,50,0,0,0,0,45.45454788208008,40,0,0,0,0,0,0,7.25419807434082,25769803776,0,12974276608,0
201,1771879605276,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,0,0,0,0,22.22222328186035,23.809524536132813,0,0,0,0,0,0,7.25419807434082,25769803776,0,12971180032,0
